,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
1020,1,2017,12991,2,36009,3,150,58.9,1.4
1026,3,2017,18991,3,9009,3,30,56.5,1.4
1027,5,2017,18998,3,28618,1,30,67.3,2.0
262,4,2017,17698,2,18761,3,145,51.4,1.4
266,3,2017,18998,3,22295,3,30,56.5,1.4
708,6,2017,19995,3,52822,1,145,64.2,2.0
267,9,2017,16995,2,18068,3,145,52.3,1.4
494,10,2017,22995,2,14068,1,145,54.3,2.0
398,3,2017,13995,2,36400,3,20,61.4,1.4
507,3,2017,25995,2,13688,3,200,40.4,2.0
508,3,2017,18995,3,19735,3,30,57.6,1.4
509,10,2017,20995,3,22175,3,145,47.9,1.4
4825,9,2017,18990,2,27200,3,150,50.4,1.4
393,6,2017,27995,3,35219,1,150,50.4,3.0
528,10,2017,20995,3,26494,3,145,47.9,1.4
4824,1,2017,13490,2,23490,3,150,56.5,1.4
529,1,2017,14495,2,23655,3,30,55.4,1.4
391,10,2017,23995,3,27136,3,145,40.4,2.0
491,9,2017,19995,2,29874,3,125,50.4,1.4
390,10,2017,19995,2,18380,3,145,49.6,1.4
539,1,2017,12495,2,25747,3,0,67.3,1.0
369,10,2017,22995,3,20075,3,150,42.2,2.0
540,1,2017,14995,2,27000,3,145,55.4,1.4
544,9,2017,17995,2,18842,3,145,55.4,1.0
548,1,2017,13995,2,25552,3,30,56.5,1.4
551,3,2017,19995,2,16103,1,145,65.7,2.0
4818,3,2017,18490,2,27928,3,20,60.1,1.4
4817,12,2017,35990,1,19925,1,200,47.9,3.0
359,26,2017,24995,3,11621,3,150,42.8,2.0
358,1,2017,12995,2,24386,3,0,67.3,1.0
4848,3,2017,19490,3,17100,3,145,56.5,1.5
389,1,2017,14495,2,8608,3,145,67.3,1.0
401,9,2017,19995,3,18355,1,145,68.9,1.6
402,11,2017,26995,3,28604,3,145,40.9,2.0
490,9,2017,19995,2,27078,3,125,50.4,1.4
458,10,2017,19995,2,21972,3,145,49.6,1.4
451,18,2017,57995,3,34926,3,325,29.4,4.0
444,10,2017,18995,3,27057,3,145,47.9,1.4
439,3,2017,18495,2,24000,3,30,60.1,1.4
436,3,2017,36990,3,3059,3,145,43.5,2.0
431,1,2017,13995,2,15361,3,30,55.4,1.4
428,4,2017,19995,3,30300,1,30,62.8,2.0
427,11,2017,27995,3,20870,1,145,55.4,2.0
460,9,2017,22995,3,5674,3,145,52.3,1.4
461,5,2017,24995,3,22086,1,145,62.8,2.0
426,10,2017,19998,2,21576,3,145,49.6,1.4
4833,12,2017,52990,1,27195,1,145,39.2,4.0
467,4,2017,19495,3,31214,1,30,67.3,2.0
423,3,2017,14298,2,14607,3,20,60.1,1.0
420,1,2017,12995,2,22427,3,145,67.3,1.0
419,10,2017,24995,3,9078,3,145,40.4,2.0
473,11,2017,25995,3,29330,1,145,56.5,2.0
410,1,2017,13995,2,12148,3,145,67.3,1.0
474,9,2017,19995,2,25520,3,145,50.4,1.4
480,9,2017,18995,2,17872,1,145,64.2,1.6
486,8,2017,28995,3,15072,1,200,47.1,3.0
487,10,2017,16490,2,50286,1,145,61.4,2.0
488,10,2017,23995,3,25667,3,145,40.4,2.0
489,12,2017,35995,3,33165,1,200,47.9,3.0
403,1,2017,15995,2,15187,1,145,76.3,1.6
355,4,2017,18995,2,27394,1,30,64.2,2.0
119,4,2017,16800,1,39388,1,145,67.3,2.0
563,9,2017,21995,2,10962,3,145,50.4,1.4
569,11,2017,27498,3,32090,3,145,40.4,2.0
4796,3,2017,29490,3,28000,3,145,43.5,2.0
294,1,2017,12698,2,11017,3,150,67.3,1.0
641,8,2017,38995,1,3338,1,145,50.4,3.0
4795,9,2017,20750,2,18354,3,145,50.4,1.4
649,11,2017,35995,3,29832,3,145,34.0,3.0
650,9,2017,21495,2,11125,3,125,50.4,1.4
4871,1,2017,17490,3,18000,3,145,70.6,1.4
662,4,2017,22995,3,19444,1,125,57.6,2.0
663,10,2017,17995,2,30123,3,125,51.4,1.4
674,10,2017,22995,3,17680,3,145,42.2,2.0
4789,12,2017,49850,1,29627,1,145,39.2,4.0
4864,26,2017,18990,2,16282,3,150,47.1,1.8
677,12,2017,49995,1,23437,1,300,39.2,4.0
4788,4,2017,19990,3,18132,3,145,50.4,1.4
4787,3,2017,19490,3,18001,3,150,56.5,1.5
678,11,2017,25995,3,20364,1,145,56.5,2.0
686,1,2017,14995,2,24427,3,145,55.4,1.4
687,1,2017,12995,2,16763,3,145,55.4,1.4
688,9,2017,15995,2,38484,3,145,55.4,1.0
689,12,2017,52995,3,16837,1,145,39.2,4.0
690,9,2017,19995,1,33523,1,145,58.9,2.0
4785,3,2017,18490,2,20871,3,150,60.1,1.4
269,9,2017,14495,2,23043,3,150,55.4,1.0
691,4,2017,17298,2,6402,3,145,52.3,1.4
4872,4,2017,19490,3,13632,3,145,51.4,1.4
4797,18,2017,54990,1,39300,3,145,29.4,4.0
638,5,2017,22990,3,14589,1,30,65.7,2.0
295,10,2017,17298,2,16908,3,125,51.4,1.4
575,6,2017,22995,3,24336,1,145,61.4,2.0
4852,9,2017,21990,3,28943,1,145,57.7,2.0
577,9,2017,21995,3,17633,3,145,52.3,1.4
340,4,2017,19995,3,29653,1,145,62.8,2.0
579,11,2017,22995,3,47952,1,145,56.5,2.0
4854,4,2017,21990,1,10488,1,145,65.7,2.0
4855,5,2017,23490,1,35220,3,145,48.7,2.0
4809,1,2017,14990,1,30658,3,30,56.5,1.4
588,4,2017,21995,3,14821,1,145,64.2,3.0
334,1,2017,12495,2,20670,3,30,57.6,1.4
599,4,2017,16998,2,6896,3,145,52.3,1.4
1550,1,2017,11495,2,34003,3,0,67.3,1.0
4806,1,2017,17990,2,30518,3,235,39.8,2.0
332,11,2017,39995,3,7801,3,145,34.0,3.0
605,8,2017,24500,3,37492,1,205,47.1,3.0
306,10,2017,15800,2,37203,3,125,51.4,1.4
615,1,2017,15995,2,16086,3,30,55.4,1.4
616,1,2017,13995,2,15981,3,145,57.6,1.4
305,3,2017,25000,3,16703,3,200,41.5,2.0
618,3,2017,18995,2,16668,1,145,70.6,1.6
627,4,2017,16498,2,13122,3,145,52.3,1.4
297,4,2017,16798,2,23362,3,145,50.4,1.4
296,4,2017,16498,2,28801,3,125,49.6,2.0
636,5,2017,19945,3,49287,1,145,62.8,2.0
637,5,2017,22945,3,47446,1,145,62.8,2.0
565,1,2017,15995,2,8128,3,30,55.4,1.4
1143,10,2017,19656,2,20355,3,145,49.6,1.4
4751,4,2017,17490,2,12823,3,145,52.3,1.4
1312,1,2017,10998,2,30813,3,0,67.3,1.0
1290,10,2017,17530,2,19078,1,30,61.4,2.0
1298,5,2017,25498,3,31354,3,145,38.2,3.0
63,10,2017,15000,2,44898,1,125,57.7,2.0
1301,3,2017,12498,2,37882,1,0,74.3,1.6
62,3,2017,16000,2,26249,1,30,67.3,1.6
1304,4,2017,18298,2,18737,3,145,51.4,1.4
1305,5,2017,17298,2,26369,1,145,68.9,2.0
49,21,2017,23700,1,20278,3,145,38.7,3.0
115,6,2017,19800,1,42071,1,30,61.4,2.0
1316,10,2017,18998,2,21967,1,145,56.5,2.0
4702,5,2017,29082,1,16495,3,145,36.7,3.0
1324,4,2017,14295,2,53000,1,0,74.3,2.0
48,5,2017,20200,1,13057,3,145,53.3,2.0
1334,1,2017,15495,2,15665,1,150,72.4,1.6
1336,3,2017,13940,3,35000,1,30,62.8,2.0
1343,10,2017,17954,3,21178,3,150,47.9,1.4
1345,1,2017,15995,3,23496,1,150,70.6,1.6
1368,5,2017,23850,3,31286,1,125,60.1,3.0
1373,9,2017,19995,1,31952,1,145,57.7,2.0
1376,1,2017,22750,2,18365,3,145,39.8,2.0
1377,9,2017,18850,3,21248,1,145,68.9,1.6
47,4,2017,14400,1,32097,1,145,72.4,2.0
1332,9,2017,17060,2,19530,3,145,52.3,1.4
1389,15,2017,36990,3,17889,3,145,34.0,2.5
64,10,2017,14000,2,67161,3,150,51.4,1.4
1283,6,2017,20498,3,12806,1,145,64.2,2.0
1259,5,2017,22398,3,17616,1,145,65.7,2.0
78,6,2017,16200,2,22582,1,145,61.4,2.0
1261,1,2017,11295,2,26791,3,145,67.3,1.0
77,10,2017,21800,1,19319,3,145,40.4,2.0
1262,4,2017,18698,2,20399,3,145,51.4,1.4
75,4,2017,16900,2,10959,3,145,51.4,1.4
72,3,2017,13100,2,25965,1,145,65.7,2.0
4915,11,2017,26500,3,67223,1,240,42.8,3.0
1266,5,2017,22498,3,24020,1,145,70.6,2.0
1268,4,2017,14498,2,15893,3,145,51.4,1.4
1286,4,2017,18698,2,23905,3,145,51.4,1.4
4713,1,2017,13990,2,15038,3,145,55.4,1.4
1270,18,2017,54998,3,8546,3,145,29.4,4.0
1272,3,2017,16991,2,31412,3,125,49.6,2.0
67,1,2017,11700,2,19268,3,150,67.3,1.0
4709,10,2017,19990,3,33201,3,150,47.9,1.4
4708,5,2017,26990,3,36209,3,240,38.2,3.0
4707,11,2017,36641,3,49158,3,145,34.0,3.0
4706,5,2017,19973,2,27678,3,145,49.6,2.0
4705,10,2017,17241,2,46063,1,145,53.3,2.0
1274,3,2017,17498,2,20359,3,30,60.1,1.4
1281,26,2017,17998,3,29109,3,160,43.5,2.0
4712,3,2017,14490,2,29657,1,20,67.3,2.0
1390,1,2017,19250,2,27209,3,145,39.8,2.0
1400,3,2017,13298,2,68468,1,20,65.7,2.0
1403,10,2017,19465,3,32516,1,145,51.4,2.0
22,5,2017,22500,1,21649,1,145,58.9,3.0
1489,4,2017,14798,2,30795,3,145,51.4,1.4
1501,3,2017,13390,2,26022,1,20,70.6,1.6
1502,3,2017,14998,2,17666,3,20,60.1,1.4
1503,3,2017,20998,3,13344,3,145,56.5,1.5
1504,4,2017,18998,2,32997,1,145,67.3,2.0
1512,4,2017,17444,2,12000,1,145,70.6,2.0
20,5,2017,17300,1,37100,1,145,67.3,2.0
1518,10,2017,19491,2,27428,1,145,56.5,2.0
1521,9,2017,16298,2,24654,1,30,64.2,1.6
1485,3,2017,18498,3,27430,3,145,56.5,1.4
15,3,2017,14500,1,26156,3,145,58.9,1.4
1526,4,2017,15498,2,46147,1,145,70.6,2.0
13,3,2017,16400,2,21695,3,30,58.9,1.4
1534,8,2017,35850,3,32066,3,145,30.1,4.0
1543,12,2017,49490,3,30262,1,145,39.2,4.0
1544,9,2017,18490,2,10044,3,145,52.3,1.4
10,3,2017,16100,2,28955,3,145,58.9,1.4
1547,10,2017,20040,3,23166,3,145,47.9,1.4
1548,4,2017,18230,2,17450,1,145,67.3,2.0
1549,10,2017,17990,2,30949,1,30,61.4,2.0
3,4,2017,16800,1,25952,1,145,67.3,2.0
1525,4,2017,14298,2,57161,1,20,70.6,2.0
25,4,2017,18500,1,17418,1,145,62.8,2.0
1481,10,2017,17998,2,19331,1,125,57.7,2.0
1477,4,2017,15498,2,62140,1,145,64.2,2.0
1404,26,2017,20435,2,31587,1,150,60.1,2.0
1419,4,2017,12898,2,72816,1,0,74.3,2.0
42,10,2017,20300,1,42908,1,145,51.4,2.0
1424,11,2017,36989,3,37624,3,145,34.0,3.0
39,3,2017,17100,2,29545,1,145,65.7,2.0
1434,6,2017,18998,3,35786,1,145,64.2,2.0
1437,4,2017,14485,3,70500,1,20,72.4,2.0
1440,10,2017,19465,3,26856,1,145,55.4,2.0
1441,3,2017,12980,2,44573,1,145,67.3,2.0
1442,3,2017,18998,2,13490,3,145,54.3,1.5
1444,26,2017,17498,2,13506,3,145,47.1,1.8
1448,5,2017,22498,3,27792,1,145,65.7,2.0
1452,3,2017,18885,3,41225,1,145,61.4,2.0
1453,9,2017,19990,3,10253,3,145,52.3,1.4
38,4,2017,16000,2,29063,1,145,70.6,2.0
36,1,2017,10800,2,31447,3,145,67.3,1.0
1464,6,2017,21998,3,21789,1,145,61.4,2.0
33,10,2017,16000,1,47482,3,150,47.9,1.4
31,10,2017,16500,2,21369,3,125,51.4,1.4
1471,10,2017,19465,3,24190,1,145,55.4,2.0
26,5,2017,19500,1,33300,1,145,61.4,2.0
1473,3,2017,12950,2,40000,1,145,74.3,1.6
1474,5,2017,20650,1,28000,1,20,67.3,2.0
4914,9,2017,16500,2,12632,3,150,55.4,1.0
79,5,2017,18700,2,20052,3,145,49.6,2.0
455,3,2017,15995,2,17000,3,20,60.1,1.4
1194,4,2017,29996,1,11119,3,145,37.7,3.0
1231,5,2017,21998,3,11757,3,145,53.3,2.0
1210,5,2017,23896,1,19408,1,145,58.9,3.0
4735,5,2017,20962,3,32065,1,145,65.7,2.0
1230,5,2017,22698,3,25954,1,145,62.8,2.0
108,4,2017,14500,2,23092,3,145,52.3,1.4
1228,4,2017,13298,2,57464,1,0,74.3,2.0
1155,10,2017,17991,2,18909,3,150,51.4,1.4
4725,26,2017,16995,2,35000,1,145,62.8,2.0
4728,9,2017,20421,3,9534,3,145,54.3,1.4
1166,3,2017,12500,2,42779,3,145,62.8,1.0
4731,9,2017,18182,2,22326,3,145,52.3,1.4
1211,17,2017,43996,1,8966,3,145,32.5,2.9
1167,4,2017,14650,2,40583,3,145,51.4,1.4
98,4,2017,15000,2,14864,3,145,52.3,1.4
1223,1,2017,12756,2,15020,3,0,67.3,1.0
1171,4,2017,17591,2,26455,1,30,67.3,2.0
107,4,2017,17000,2,14068,3,145,51.4,1.4
1222,3,2017,18896,2,12222,1,125,57.6,2.0
109,10,2017,17500,1,30682,1,160,50.4,2.0
111,9,2017,14800,1,23714,1,145,68.9,1.6
1221,10,2017,19496,2,17856,3,145,49.6,1.4
94,1,2017,14000,2,12577,3,30,58.9,1.4
1234,10,2017,18998,2,13403,1,150,56.5,2.0
1159,1,2017,12990,2,24435,3,145,55.4,1.4
1186,6,2017,18296,3,47112,1,145,64.2,2.0
85,10,2017,15600,2,36714,3,125,51.4,1.4
1152,1,2017,14491,2,13253,3,150,55.4,1.4
88,10,2017,16100,2,18001,1,145,62.8,2.0
1245,10,2017,17000,3,53000,1,145,53.3,2.0
4717,4,2017,19732,3,14578,3,145,50.4,1.4
84,1,2017,11300,2,29327,3,30,55.4,1.4
1183,10,2017,19956,3,38150,3,200,42.2,2.0
1149,9,2017,16496,1,35554,1,145,68.9,1.6
27,1,2018,15800,2,10793,3,145,56.5,1.4
7581,4,2018,18350,2,8940,3,145,52.3,1.4
7706,5,2018,24700,2,10559,1,145,64.2,2.0
28,4,2018,17200,1,25138,1,145,70.6,2.0
7696,3,2018,19450,2,7900,3,145,47.1,1.0
4244,6,2018,22500,3,18200,1,145,61.4,2.0
46,6,2018,16600,1,22958,3,145,50.4,1.8
10255,4,2018,17000,3,56607,1,150,67.3,2.0
10256,4,2018,17600,3,63876,1,150,65.7,2.0
4245,6,2018,24000,3,18300,1,145,61.4,2.0
4014,9,2018,20750,3,30200,3,145,52.3,1.4
7027,6,2018,41500,3,17142,3,145,29.4,4.0
3608,1,2018,14995,2,23102,3,145,55.4,1.4
10247,3,2018,20000,3,32265,1,150,62.8,2.0
368,9,2018,23995,2,16534,3,150,49.6,1.4
6852,12,2018,56950,3,15425,1,145,39.2,4.0
4250,9,2018,21850,2,10313,3,145,50.4,1.4
6641,3,2018,19999,2,10697,3,145,54.3,1.5
380,11,2018,30995,3,15706,3,145,40.4,2.0
6854,10,2018,22450,2,5230,3,145,49.6,1.4
7714,16,2018,50888,1,12500,3,145,32.1,2.9
382,8,2018,38995,3,6588,1,145,48.7,3.0
386,8,2018,41995,3,11276,1,145,48.7,3.0
4256,3,2018,22995,3,15200,3,145,56.5,1.5
6993,4,2018,15900,2,13749,3,145,53.3,1.4
6613,6,2018,26125,3,31945,1,145,54.3,2.0
7009,1,2018,17990,3,11000,3,150,58.9,1.4
6997,9,2018,19500,2,13000,3,145,53.3,1.0
3643,6,2018,28991,1,16650,1,145,50.4,2.0
7020,1,2018,15500,2,22500,3,145,55.4,1.4
6790,8,2018,37750,3,3027,1,145,40.4,3.0
10273,1,2018,15800,2,15405,3,145,55.4,1.4
10271,6,2018,16300,1,21284,3,145,50.4,1.8
3636,11,2018,25991,3,26485,1,145,55.4,2.0
7658,5,2018,23444,2,5300,3,145,48.7,2.0
6792,3,2018,20990,3,11500,3,145,56.5,1.5
7599,12,2018,40444,1,48700,1,150,32.8,3.0
3631,3,2018,14990,2,14872,3,145,48.7,1.0
339,4,2018,24985,1,18010,3,145,49.6,1.4
6631,5,2018,21000,2,24111,1,145,67.3,2.0
4119,9,2018,18990,3,35100,3,145,54.3,1.4
6805,12,2018,53990,3,16753,1,145,39.2,4.0
6838,12,2018,42950,3,13520,1,145,33.2,3.0
6629,4,2018,16300,3,46415,3,145,51.4,1.4
3567,6,2018,22999,3,15350,1,145,61.4,2.0
10526,12,2018,51000,1,11858,1,145,32.1,3.0
4231,11,2018,24850,3,29734,1,145,56.5,2.0
3653,7,2018,39991,1,3537,1,145,38.2,3.0
6847,3,2018,15100,2,22018,1,145,67.3,2.0
3654,9,2018,20691,2,9519,3,145,50.4,1.4
4003,3,2018,21490,3,10500,3,145,56.5,1.5
346,3,2018,15995,2,17547,3,150,56.5,1.5
3655,5,2018,29991,1,12907,3,145,45.6,2.0
311,3,2018,19995,2,19000,3,150,49.6,2.0
6637,4,2018,20175,2,16217,3,145,51.4,1.4
6848,3,2018,18100,2,14015,3,145,50.4,2.0
3642,3,2018,22691,1,8009,3,145,56.5,1.5
6849,12,2018,56950,3,5850,1,145,39.2,4.0
6860,9,2018,20500,1,6734,1,145,46.3,1.6
6899,12,2018,53999,3,21100,1,150,39.2,4.0
10229,3,2018,18700,1,1599,3,145,56.5,1.5
6584,4,2018,30450,1,11775,3,145,37.7,3.0
406,5,2018,27995,3,12686,1,145,58.9,3.0
6905,8,2018,34999,3,16850,1,150,50.4,3.0
6571,10,2018,27525,3,15892,3,145,40.4,2.0
3464,11,2018,37504,3,12088,3,145,34.0,3.0
10207,6,2018,27950,3,11800,3,150,40.9,2.0
7834,1,2018,14000,2,20521,3,150,47.9,1.0
4282,1,2018,17995,3,15122,3,150,55.4,1.4
7844,1,2018,12950,2,19500,3,150,57.7,1.4
7845,6,2018,59950,1,22000,3,145,29.4,4.0
3445,1,2018,13498,2,6625,3,150,67.3,1.0
6566,5,2018,24475,3,34733,3,145,50.4,2.0
6565,4,2018,22400,3,27953,1,145,57.6,2.0
10659,6,2018,27995,3,27500,3,150,39.8,2.0
3470,9,2018,18991,3,21000,1,145,58.9,2.0
6564,5,2018,23950,2,27601,3,145,48.7,2.0
6931,1,2018,16999,2,16911,3,150,51.4,1.0
3438,4,2018,23991,1,6541,1,145,65.7,2.0
3437,5,2018,27992,1,18714,1,145,62.8,2.0
4288,4,2018,20995,3,41200,1,145,65.7,2.0
3417,3,2018,19647,2,10204,3,145,42.2,1.5
6926,8,2018,34399,1,11300,1,145,50.4,3.0
6561,4,2018,20800,2,25208,3,145,48.7,1.4
435,1,2018,14995,2,15092,3,145,57.7,1.4
6558,5,2018,24675,3,28041,3,145,50.4,2.0
6557,6,2018,24475,3,22929,1,145,61.4,2.0
3403,9,2018,19995,2,8215,1,145,47.9,1.6
6920,12,2018,36900,3,19250,1,150,47.9,3.0
6918,4,2018,34999,3,16120,3,145,38.7,3.0
452,9,2018,22890,3,4642,1,145,46.3,1.6
3439,4,2018,21991,2,12956,3,145,53.3,1.4
6598,6,2018,27850,3,38625,1,145,54.3,3.0
130,10,2018,24400,1,13303,3,145,40.4,2.0
6955,3,2018,26750,3,21243,3,145,43.5,2.0
4019,5,2018,29990,3,34150,3,145,36.7,3.0
4262,9,2018,15900,2,35967,3,145,55.4,1.0
4020,4,2018,24490,3,16150,1,145,61.4,2.0
4022,6,2018,25250,3,25800,1,145,58.9,2.0
3533,3,2018,18495,2,19792,3,145,54.3,1.5
3532,3,2018,19995,3,8982,3,145,56.5,1.5
3531,9,2018,16995,2,6349,3,145,47.9,1.0
4264,9,2018,15710,2,30440,1,145,64.2,1.6
3659,9,2018,19500,3,20622,3,145,54.3,1.4
4088,26,2018,22300,3,23520,3,145,43.5,2.0
10227,12,2018,35948,1,25000,1,145,48.7,3.0
394,11,2018,33995,3,10252,3,150,40.4,2.0
395,3,2018,17490,2,16380,1,145,67.3,1.6
3515,3,2018,20000,3,11924,3,150,42.2,1.5
405,8,2018,35995,3,12195,1,145,50.4,3.0
135,9,2018,20000,2,12167,3,150,50.4,1.4
7781,4,2018,27992,3,17098,3,145,42.8,2.0
7784,4,2018,20950,2,13412,3,145,51.4,1.4
399,12,2018,47995,3,8618,1,145,32.8,3.0
7787,1,2018,10990,2,61012,1,150,76.4,1.6
400,9,2018,21995,2,9634,3,145,50.4,1.4
10655,21,2018,29995,1,29000,3,150,35.8,3.0
10220,6,2018,20950,3,29000,3,145,47.9,1.8
10564,3,2018,25700,1,28803,3,145,43.5,2.0
7793,3,2018,22450,1,22494,1,150,56.5,2.0
6589,4,2018,19900,2,17269,3,145,51.4,1.4
4086,1,2018,15000,2,10080,3,145,55.4,1.4
7808,4,2018,18990,2,18867,1,145,62.8,2.0
7819,9,2018,18495,2,18554,1,145,74.3,1.6
3478,1,2018,16992,2,8155,3,145,51.4,1.0
7780,11,2018,27442,3,24000,1,145,56.5,2.0
7578,10,2018,20844,2,9600,1,145,56.5,2.0
7212,6,2018,20990,3,32978,3,145,47.9,1.8
303,3,2018,22285,1,6754,1,145,52.3,1.6
10432,1,2018,17250,1,7629,3,150,56.5,1.4
97,4,2018,17500,2,15207,3,145,51.4,1.4
10418,4,2018,20290,1,19450,3,150,50.4,1.4
6696,4,2018,27850,3,8874,3,150,36.7,3.0
3910,3,2018,26990,3,28677,3,150,43.5,2.0
6695,1,2018,14750,2,11066,3,150,57.7,1.4
6694,4,2018,17300,2,14017,3,150,51.4,1.4
3812,9,2018,19500,2,15401,3,145,52.3,1.4
227,5,2018,24985,1,5071,3,145,50.4,2.0
7359,1,2018,14990,2,5000,3,145,47.9,1.0
7364,10,2018,26325,3,18500,3,145,45.6,1.4
6736,3,2018,19150,2,15937,3,145,53.3,1.5
4143,15,2018,36996,3,15400,3,150,34.0,2.5
6692,8,2018,34500,3,12640,1,150,50.4,3.0
4181,10,2018,22500,2,9750,3,145,49.6,1.4
7379,9,2018,20890,3,15300,3,145,54.3,1.4
3919,4,2018,20990,3,18373,3,150,49.6,1.4
7421,3,2018,18500,3,19700,3,150,42.2,1.5
7420,6,2018,23500,3,12000,3,150,47.9,1.8
7418,3,2018,17000,2,19000,3,150,50.4,2.0
10370,11,2018,39000,1,13841,3,145,34.0,3.0
10378,8,2018,37000,1,10250,3,145,37.7,3.0
7402,9,2018,18990,2,17200,3,145,52.3,1.4
7174,1,2018,16900,2,9943,3,150,55.4,1.4
7397,6,2018,22490,3,20000,1,145,55.4,2.0
7391,3,2018,18990,2,26100,3,150,54.3,1.5
7384,10,2018,23990,3,21700,3,145,40.4,2.0
7383,3,2018,26000,3,30600,3,145,43.5,2.0
3920,4,2018,27990,3,6800,3,145,36.7,3.0
7382,3,2018,21490,2,14500,3,145,46.3,1.0
7380,1,2018,15690,2,10600,3,145,55.4,1.4
10397,9,2018,18490,2,5652,3,150,47.1,1.0
7346,4,2018,21000,2,22500,3,150,48.7,1.4
65,3,2018,18950,2,17992,3,150,54.3,1.5
6701,5,2018,21600,2,23171,1,145,67.3,2.0
4156,11,2018,32975,3,8082,3,145,40.4,2.0
10617,3,2018,20394,2,10025,3,145,54.3,1.5
7262,3,2018,19990,3,11278,1,145,70.6,1.6
7255,3,2018,21490,3,12171,3,145,56.5,1.5
10496,13,2018,51495,1,7000,1,145,33.6,3.0
7251,10,2018,27400,3,13768,3,145,40.4,2.0
7196,11,2018,43900,3,3427,3,150,34.0,3.0
3875,6,2018,24000,3,17741,1,145,61.4,2.0
10491,8,2018,38500,1,4284,3,145,37.7,3.0
3878,9,2018,18990,3,19135,3,150,54.3,1.4
3895,5,2018,30990,3,18139,3,150,36.7,3.0
7230,9,2018,18979,3,9918,1,145,46.3,1.6
185,10,2018,23985,3,17085,3,150,47.9,1.4
7217,9,2018,19995,3,10450,1,145,65.7,1.6
6731,5,2018,24000,2,26376,3,145,47.1,2.0
7433,10,2018,26000,3,20000,3,150,40.4,2.0
193,3,2018,16985,3,23860,3,145,60.1,1.0
194,4,2018,30985,1,21009,3,145,35.8,3.0
7188,1,2018,14900,2,7326,3,150,47.9,1.0
6710,10,2018,23000,3,15412,3,150,47.9,1.4
10456,5,2018,23500,1,4021,3,145,52.3,1.4
7340,9,2018,23000,3,17000,3,150,52.3,1.4
7339,1,2018,15500,2,8000,3,150,55.4,1.4
10459,3,2018,22000,1,13636,3,145,56.5,1.5
7285,10,2018,24490,3,9558,3,145,45.6,1.4
10464,11,2018,32950,1,13472,3,145,40.4,2.0
7327,9,2018,18900,2,9215,3,150,52.3,1.4
7311,3,2018,16500,2,22000,3,150,60.1,1.0
10466,1,2018,18000,1,21002,3,150,55.4,1.4
3855,3,2018,21995,3,15696,3,145,42.2,1.5
4167,5,2018,21990,2,12000,1,145,68.9,2.0
10470,18,2018,70000,1,3840,3,150,29.4,4.0
3835,10,2018,23500,3,24350,3,150,42.2,2.0
3924,12,2018,54490,1,20000,1,145,39.2,4.0
3778,9,2018,17297,2,31433,1,145,64.2,1.6
6688,4,2018,17300,2,24140,3,145,52.3,1.4
10298,3,2018,19000,1,20175,3,145,42.2,1.5
6761,3,2018,14175,2,16680,3,145,62.8,1.0
7063,10,2018,21450,3,12115,3,145,47.9,1.4
6654,5,2018,22500,2,23251,1,145,64.2,2.0
3705,3,2018,18999,3,25559,3,150,56.5,1.5
10303,6,2018,23100,1,36220,1,145,54.3,2.0
10297,1,2018,14700,1,37310,3,145,56.5,1.4
3706,3,2018,18990,2,13950,3,145,54.3,1.5
290,6,2018,26995,3,15600,1,145,50.4,2.0
288,6,2018,28985,3,10,1,145,50.4,2.0
286,5,2018,23998,3,14078,3,145,45.6,2.0
3713,3,2018,14999,2,18794,1,145,67.3,2.0
6656,5,2018,24300,2,25120,3,145,47.1,2.0
7067,3,2018,28995,3,7898,3,150,44.1,2.0
7534,1,2018,17444,1,9000,3,150,56.5,1.4
7529,8,2018,49995,1,20360,1,145,50.4,3.0
6650,10,2018,26800,3,16523,3,145,40.4,2.0
6647,5,2018,22225,3,37377,1,145,62.8,2.0
3665,9,2018,19000,2,10094,3,150,55.4,1.0
302,4,2018,20985,2,10,3,145,52.3,1.4
301,4,2018,19485,3,10,3,145,53.3,1.4
300,6,2018,27985,3,1790,1,145,50.4,2.0
3690,1,2018,14750,2,20546,3,145,55.4,1.4
7551,12,2018,33444,1,52000,1,145,47.9,3.0
3983,12,2018,45250,1,24340,1,145,47.1,3.0
299,13,2018,63985,3,8450,1,145,32.8,3.0
7213,4,2018,24490,3,23517,1,145,56.5,2.0
6777,12,2018,41990,3,16416,1,145,33.2,3.0
10295,6,2018,26000,1,9211,1,145,50.4,2.0
6644,6,2018,22875,3,25126,1,145,61.4,2.0
6776,10,2018,21890,3,10152,3,145,47.9,2.0
6766,10,2018,25490,3,9300,3,150,45.6,1.4
10524,5,2018,23000,2,22351,3,150,47.1,2.0
6781,3,2018,19490,3,30319,3,145,56.5,1.5
282,10,2018,19485,2,7157,3,145,51.4,1.4
6664,4,2018,19575,2,7919,3,145,52.3,1.4
7474,4,2018,23990,1,5352,3,150,42.8,2.0
7472,3,2018,19990,2,15215,3,150,55.4,1.5
268,3,2018,19995,2,25000,3,150,42.2,1.5
10573,3,2018,26500,1,17527,3,150,43.5,2.0
3753,4,2018,27000,3,35455,3,150,38.7,3.0
6680,4,2018,24000,3,26618,1,150,57.6,2.0
6679,1,2018,13199,1,27264,3,145,64.2,1.0
3754,4,2018,27600,2,9797,3,150,48.7,1.4
6757,1,2018,12475,2,20560,3,145,67.3,1.0
