,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
3819,10,2019,28000,3,5820,1,145,47.1,2.0
7352,10,2019,27490,2,8599,3,150,39.8,1.5
7355,6,2019,34400,3,3972,1,145,39.8,3.0
7356,9,2019,29990,3,8400,3,145,33.2,2.0
6325,11,2019,31100,3,5401,1,145,39.2,2.0
4396,3,2019,32995,3,6171,3,150,34.9,2.0
7360,9,2019,29500,3,2631,3,145,33.2,2.0
7361,10,2019,40995,1,3000,3,145,32.1,2.0
7362,8,2019,53000,1,1000,3,145,37.7,3.0
7363,4,2019,24500,1,4800,1,145,50.4,2.0
7348,10,2019,31500,2,4500,1,145,40.9,2.0
7394,10,2019,29990,3,10400,3,145,31.7,2.0
7270,1,2019,21990,3,1793,3,145,44.8,1.5
3869,4,2019,24900,1,4700,1,145,45.6,2.0
3904,4,2019,28990,1,4359,1,145,51.4,2.0
6365,11,2019,35245,3,7533,3,145,32.1,2.0
7176,1,2019,22400,3,3729,3,145,47.1,1.0
7177,3,2019,20400,2,5537,1,145,51.4,1.6
7178,3,2019,21700,2,7385,1,145,51.4,1.6
7179,10,2019,36900,1,8590,3,145,32.1,2.0
7180,3,2019,18400,2,1809,1,145,49.6,1.6
7181,6,2019,28800,1,3545,1,145,47.9,2.0
7182,3,2019,19200,1,5348,1,145,54.3,1.6
7183,3,2019,17400,2,4050,1,145,49.6,1.6
7184,3,2019,23500,2,3346,1,145,51.4,1.6
7185,9,2019,22800,2,3902,3,145,43.5,1.5
7186,4,2019,24400,1,4426,1,145,50.4,2.0
7187,13,2019,85900,3,3401,1,150,30.7,4.0
6364,11,2019,34990,1,3000,3,145,32.1,2.0
7189,1,2019,22400,2,7629,3,150,50.4,1.0
7190,5,2019,26400,1,7221,1,145,51.4,2.0
7191,9,2019,20250,2,3577,1,145,49.6,1.6
7192,7,2019,53750,1,1932,1,145,35.8,3.0
7194,3,2019,32400,3,395,3,150,34.9,2.0
7195,11,2019,37400,3,3764,1,150,38.2,2.0
6362,11,2019,36450,3,9598,3,145,32.1,2.0
7197,11,2019,32400,3,11612,1,145,55.4,2.0
6366,5,2019,28895,1,4000,1,145,47.1,2.0
3909,3,2019,19790,2,7080,3,145,42.2,1.5
6368,11,2019,44450,3,6000,1,145,36.2,2.0
6370,3,2019,30990,3,4799,3,145,34.9,2.0
7139,3,2019,24950,3,5678,3,145,42.2,1.5
7140,13,2019,51950,3,2715,1,145,33.6,3.0
3926,11,2019,43490,1,6929,3,145,34.0,3.0
6377,11,2019,30750,1,10301,1,145,39.2,2.0
7143,3,2019,25995,2,7500,1,145,52.3,1.6
7145,10,2019,29995,2,1832,1,145,42.8,2.0
7148,10,2019,29995,2,7687,1,145,40.9,2.0
7149,3,2019,20995,2,2000,1,150,51.4,1.6
4380,5,2019,33495,3,8054,1,150,44.8,2.0
7152,1,2019,19995,2,10300,3,150,50.4,1.0
7153,10,2019,26995,2,10300,3,150,39.8,1.5
4384,4,2019,22995,3,5006,3,145,39.2,2.0
6373,10,2019,32750,3,3669,3,145,32.1,2.0
7156,1,2019,19995,3,6900,3,150,47.9,1.0
6372,1,2019,22490,3,1954,3,145,44.8,1.5
7158,5,2019,24600,1,8922,3,145,39.8,2.0
6371,11,2019,32790,3,84,1,145,38.2,2.0
7160,4,2019,29900,3,8904,1,150,44.1,2.0
7161,10,2019,25900,2,6997,1,150,42.8,2.0
7162,13,2019,51900,3,7022,1,150,33.6,3.0
7163,11,2019,33400,3,2852,1,150,38.2,2.0
7164,3,2019,31400,3,284,3,150,34.9,2.0
7165,10,2019,31400,3,3109,3,150,31.7,2.0
7166,5,2019,28900,3,3317,1,150,48.7,2.0
7155,1,2019,19995,3,4300,3,150,45.6,1.0
7269,4,2019,27490,3,5574,1,145,44.8,2.0
7199,6,2019,31900,3,5313,1,145,47.9,2.0
7201,4,2019,31900,3,2498,3,145,39.2,2.0
7239,4,2019,26990,1,2898,3,145,39.8,2.0
7240,5,2019,25990,1,10664,1,145,50.4,2.0
7241,4,2019,29290,1,10119,1,145,38.2,3.0
7242,3,2019,21990,2,5341,1,145,55.4,2.0
7243,12,2019,54979,1,6700,1,145,33.2,3.0
7244,4,2019,24990,2,2500,3,145,40.4,2.0
7245,3,2019,32400,3,5904,3,145,34.5,2.0
7246,3,2019,24400,3,6961,1,145,50.4,2.0
7247,11,2019,49400,3,3797,2,135,117.7,2.0
7248,3,2019,22400,3,8148,3,145,42.2,1.5
7250,1,2019,19700,3,9614,3,145,47.9,1.0
4388,6,2019,27850,1,68,1,145,50.4,2.0
7252,3,2019,17400,2,4557,1,145,49.6,1.6
7254,3,2019,20100,2,5901,1,145,52.3,1.6
6345,5,2019,24990,3,14850,3,145,39.8,2.0
3873,5,2019,30000,2,4500,3,145,37.2,2.0
3872,6,2019,29000,3,6000,1,145,50.4,2.0
3871,5,2019,32000,2,4500,3,145,37.2,2.0
3870,12,2019,50000,1,4500,1,145,33.2,3.0
7261,3,2019,23490,3,6564,3,145,42.2,1.5
6344,5,2019,25895,3,9391,3,145,39.8,2.0
7263,3,2019,32990,3,3942,3,145,34.9,2.0
7264,3,2019,31990,3,4694,3,145,34.5,2.0
7238,4,2019,26990,2,3251,3,145,38.7,2.0
7237,10,2019,28990,2,3629,3,145,39.8,1.5
3877,9,2019,31000,3,1462,3,145,33.2,2.0
6349,11,2019,35295,3,3249,3,145,32.1,2.0
7202,5,2019,32900,3,500,3,145,39.8,2.0
7204,11,2019,33900,1,6318,1,145,38.2,2.0
7205,3,2019,20400,2,4628,1,145,51.4,1.6
6360,11,2019,37440,3,4888,3,145,32.1,2.0
6359,11,2019,36845,3,3143,3,145,32.1,2.0
7209,11,2019,31490,3,8869,1,145,38.2,2.0
7210,12,2019,55490,3,4959,1,145,44.1,3.0
7211,16,2019,55990,3,10388,3,145,29.1,2.9
6357,1,2019,21495,3,6501,3,150,40.9,2.0
6356,1,2019,21495,3,9021,3,150,40.9,2.0
6355,3,2019,21690,3,7836,3,145,42.2,1.5
7200,8,2019,42500,1,1910,1,145,40.4,3.0
7216,1,2019,21995,3,3900,3,145,40.9,2.0
3892,1,2019,21000,3,4000,3,145,40.9,2.0
3891,7,2019,40000,3,4000,1,145,38.7,3.0
4385,4,2019,25995,3,7000,3,145,40.9,2.0
3889,4,2019,23499,2,6001,3,145,38.7,2.0
7225,3,2019,16995,2,5000,3,150,48.7,1.0
4387,13,2019,52850,1,6470,1,145,33.6,3.0
7228,5,2019,38990,1,4860,3,145,38.7,2.0
7229,10,2019,26990,2,3838,3,145,40.9,1.5
7231,3,2019,19779,2,9853,1,145,51.4,1.6
6350,26,2019,28795,3,12464,3,145,34.9,2.0
7233,4,2019,25990,3,3603,1,150,49.6,2.0
6354,11,2019,31490,3,7601,1,145,38.2,2.0
3807,4,2019,23750,2,5850,3,145,39.2,2.0
7396,10,2019,29990,3,9500,3,145,32.1,2.0
6314,3,2019,21900,2,6012,1,145,51.4,1.6
3648,9,2019,23998,3,24,1,145,47.9,2.0
7616,5,2019,27888,1,1500,3,145,39.8,2.0
7617,5,2019,27444,1,1500,3,145,39.8,2.0
7618,5,2019,27444,1,1500,1,145,51.4,2.0
3647,12,2019,44990,3,6137,1,145,32.8,3.0
7620,11,2019,33850,1,11254,1,145,38.2,2.0
7621,4,2019,24444,1,2208,3,145,39.2,2.0
7622,4,2019,21950,2,11000,3,150,39.2,2.0
7623,3,2019,20990,2,4000,1,150,51.4,1.6
6246,11,2019,36990,3,6502,1,145,38.2,2.0
7625,3,2019,23444,1,1500,3,145,44.1,0.0
7628,9,2019,24444,2,4000,3,145,43.5,0.0
7631,3,2019,23444,1,4000,3,145,44.1,0.0
7633,6,2019,33990,1,4000,1,145,39.2,3.0
6245,9,2019,29790,3,2611,3,145,33.2,2.0
3641,3,2019,21491,2,4552,1,145,51.4,1.6
3640,4,2019,27991,1,7600,1,145,44.8,2.0
7638,5,2019,28990,1,3731,3,145,39.8,2.0
6244,9,2019,27950,1,4155,3,145,33.2,2.0
3638,3,2019,21691,2,2259,1,145,51.4,1.6
7642,10,2019,32000,1,4000,3,145,31.4,0.0
7643,5,2019,30444,1,1500,3,145,39.2,2.0
7644,24,2019,48800,1,1500,1,145,34.5,0.0
6247,11,2019,36490,3,4500,1,145,38.2,2.0
7609,4,2019,25472,2,3134,3,145,38.2,2.0
7608,3,2019,24646,1,3565,3,145,42.2,1.5
7607,10,2019,28730,1,7732,3,145,32.5,2.0
7571,3,2019,22966,1,14342,3,145,42.2,1.5
7572,5,2019,25871,1,14649,3,145,39.8,2.0
3669,10,2019,37000,3,2263,3,150,30.7,2.0
3666,11,2019,35500,3,3322,1,150,38.2,2.0
6259,6,2019,36990,3,5695,3,145,34.0,2.0
6255,3,2019,26990,3,2085,3,145,38.2,2.0
6254,13,2019,58450,3,8450,1,145,33.6,3.0
6253,5,2019,28950,3,2866,3,145,39.8,2.0
7588,9,2019,29444,1,4000,3,145,42.2,1.5
7590,11,2019,36438,1,6000,3,145,32.1,2.0
7591,11,2019,33390,1,45,1,145,39.2,0.0
7645,5,2019,27444,1,1500,3,145,39.8,2.0
6251,11,2019,47950,1,4507,1,145,34.5,3.0
6249,5,2019,27950,1,3584,1,145,49.6,2.0
7595,3,2019,23668,1,7141,3,145,41.5,1.5
7596,5,2019,24500,1,12062,3,145,39.8,2.0
7597,5,2019,27637,1,3571,3,145,39.8,2.0
7598,3,2019,22000,2,1500,3,145,47.1,0.0
6248,5,2019,29950,2,5122,3,145,37.2,2.0
3651,3,2019,22991,2,7000,1,145,51.4,1.6
3650,3,2019,23692,2,4000,1,145,54.3,2.0
7604,11,2019,36650,1,5689,3,150,32.1,2.0
7605,4,2019,26570,1,14875,3,145,38.2,2.0
7606,3,2019,21229,2,3771,1,145,51.4,1.6
6250,12,2019,42950,3,6935,1,145,33.6,3.0
6262,1,2019,22950,3,1938,3,145,47.1,1.0
7650,3,2019,25750,1,1500,3,145,39.2,2.0
3637,9,2019,22991,3,4304,1,145,47.9,1.6
7699,4,2019,24950,1,4000,1,145,49.6,2.0
7700,11,2019,44450,1,5225,3,135,117.7,0.0
7701,9,2019,22444,2,4000,1,145,47.9,1.6
7702,3,2019,21450,2,4000,3,145,47.1,1.0
7703,12,2019,41719,1,7936,1,145,33.6,3.0
6226,3,2019,23950,2,6857,1,145,51.4,1.6
7705,5,2019,36200,1,12099,3,145,39.2,2.0
4431,3,2019,19500,2,7041,1,145,52.3,1.6
6224,4,2019,24950,1,5268,3,145,39.2,2.0
6223,9,2019,26950,3,1147,3,150,40.9,1.5
7710,21,2019,41000,1,5600,1,145,40.9,3.0
7711,5,2019,27000,2,1325,3,145,37.7,0.0
6221,1,2019,22450,3,3241,3,150,47.1,1.0
6220,1,2019,22950,3,1145,3,145,44.8,1.5
7715,3,2019,22849,1,7145,1,145,51.4,2.0
7716,4,2019,29000,1,3390,3,145,39.2,2.0
7717,5,2019,30000,1,4012,3,145,40.4,2.0
7718,21,2019,45000,1,4900,1,145,40.4,0.0
7719,5,2019,26000,1,3010,3,145,40.4,2.0
7720,5,2019,28990,1,2248,3,145,39.8,2.0
7721,3,2019,20888,1,8176,1,145,52.3,1.6
7722,26,2019,29000,1,4690,3,145,38.7,2.0
7723,3,2019,24200,2,6081,1,145,55.4,2.0
7697,10,2019,29850,1,10292,3,145,31.7,2.0
4430,4,2019,24500,1,6500,3,145,42.8,2.0
7693,3,2019,22264,1,14403,3,145,42.2,1.5
7692,3,2019,21874,1,14373,3,145,42.2,1.5
6242,12,2019,49950,1,6125,1,145,33.2,3.0
7655,10,2019,35444,1,7040,3,145,30.7,2.0
6241,3,2019,33450,3,4460,3,145,34.5,2.0
7660,9,2019,23444,1,4000,3,145,42.2,1.5
6240,3,2019,22450,3,10217,3,145,42.2,1.5
7663,5,2019,26990,2,4000,3,145,40.4,2.0
7664,5,2019,29450,1,4000,3,145,39.8,2.0
7665,5,2019,27761,1,4000,1,145,51.4,2.0
7666,9,2019,22850,2,3635,3,145,40.9,1.5
6239,10,2019,30950,3,5572,3,145,31.7,2.0
3623,1,2019,18991,2,6958,3,145,50.4,1.0
7651,11,2019,35444,1,1500,1,145,38.2,2.0
6237,12,2019,52450,1,4741,1,145,33.2,3.0
4428,11,2019,41990,3,18500,3,145,34.0,3.0
6233,4,2019,27950,1,2777,3,145,40.9,2.0
7682,10,2019,24950,2,3525,3,145,40.9,1.5
7683,10,2019,26850,2,3811,3,145,39.8,1.5
6232,5,2019,30650,1,250,3,145,40.4,2.0
6231,12,2019,48450,3,1916,1,145,32.8,3.0
6230,10,2019,32950,3,1844,3,145,31.7,2.0
7687,12,2019,54950,1,2086,1,145,33.2,3.0
7688,21,2019,39850,1,4129,1,145,40.4,0.0
7690,12,2019,47555,1,14495,1,145,32.8,3.0
7691,3,2019,21938,1,13681,3,145,42.2,1.5
6236,3,2019,19950,2,2888,1,145,51.4,1.6
3675,5,2019,26990,3,3743,3,145,39.8,2.0
3678,10,2019,37434,3,7841,3,150,31.7,2.0
3679,3,2019,24000,3,3034,3,150,41.5,1.5
6302,6,2019,30750,3,6500,3,145,34.9,2.0
7445,14,2019,119995,3,7800,3,145,21.4,5.2
3768,3,2019,29000,3,8693,3,145,34.9,2.0
3767,4,2019,26950,1,10000,1,145,44.8,2.0
6301,3,2019,21750,2,4909,1,145,51.4,1.6
6300,10,2019,35750,1,4000,3,145,32.1,2.0
3762,6,2019,36000,3,5000,3,145,34.9,2.0
3761,1,2019,18750,2,4500,3,145,48.7,1.0
3760,11,2019,37000,3,11271,1,145,38.2,2.0
6299,6,2019,31500,1,7500,1,145,47.9,2.0
3756,10,2019,26000,2,3303,1,145,42.8,2.0
4404,1,2019,21000,3,9000,3,145,44.8,1.5
6296,4,2019,28900,3,150,1,145,53.3,2.0
7460,9,2019,24444,1,6000,3,145,42.2,1.5
3749,4,2019,26000,3,7750,3,145,38.7,2.0
7464,9,2019,22995,2,1000,1,145,49.6,1.6
3748,3,2019,18000,2,4500,1,145,49.6,1.6
7466,9,2019,31995,1,4000,3,145,33.2,2.0
7467,5,2019,38995,1,3243,3,145,37.2,2.0
7468,5,2019,29995,1,5200,3,145,37.7,2.0
3747,3,2019,18000,2,4234,1,145,54.3,1.6
3746,4,2019,23750,2,7000,3,145,39.2,2.0
3745,3,2019,19000,1,6500,1,145,54.3,1.6
3770,10,2019,27000,3,5744,1,145,48.7,2.0
3771,3,2019,21000,2,4500,1,145,51.4,1.6
3772,9,2019,27000,1,6500,1,145,46.3,2.0
6304,11,2019,32500,3,5808,1,145,39.2,2.0
3806,3,2019,21000,2,5000,1,145,51.4,1.6
7399,6,2019,34990,1,11500,1,145,47.9,2.0
7400,5,2019,27990,3,4000,1,145,46.3,2.0
7401,7,2019,51990,1,11500,1,145,38.2,3.0
6313,10,2019,26450,2,2888,3,145,40.9,1.5
3805,3,2019,21000,2,1853,3,145,48.7,1.0
3804,3,2019,20000,2,2411,1,145,49.6,1.6
3803,3,2019,22850,2,5797,1,145,52.3,1.6
3801,1,2019,19500,2,4100,3,150,47.9,1.0
7408,9,2019,27995,2,4300,1,145,47.9,1.6
3800,3,2019,19000,2,4950,1,150,49.6,1.6
4405,3,2019,17500,2,4500,1,145,49.6,1.6
4402,3,2019,18000,2,5500,1,145,49.6,1.6
3787,6,2019,30000,1,4500,1,145,50.4,2.0
3786,26,2019,27500,2,6200,3,145,38.2,2.0
3785,6,2019,30000,1,8000,1,145,50.4,2.0
3784,4,2019,23500,2,5500,3,145,40.4,2.0
7428,1,2019,22000,3,4700,3,150,40.9,2.0
7429,1,2019,21500,3,11750,3,150,40.9,2.0
7430,1,2019,22000,3,7500,3,150,40.9,2.0
7431,1,2019,22000,3,7500,3,150,40.9,2.0
3783,9,2019,24000,2,5200,3,145,43.5,1.0
3782,3,2019,20000,1,5000,1,145,54.3,1.6
3780,9,2019,31500,3,3934,3,145,33.2,2.0
4403,5,2019,35850,1,10500,1,145,47.9,2.0
3744,26,2019,26500,2,6000,3,145,38.2,2.0
6292,3,2019,25750,3,3861,3,145,41.5,1.5
3743,5,2019,29850,1,8000,3,145,37.7,2.0
7527,11,2019,37900,3,1027,1,150,38.2,2.0
7528,5,2019,28995,1,4199,3,145,39.8,2.0
4406,6,2019,26490,3,8000,1,145,50.4,2.0
6282,6,2019,32750,3,3596,1,145,50.4,2.0
6278,3,2019,28950,3,8679,3,145,34.9,2.0
3709,1,2019,20000,1,4504,3,145,47.1,1.0
6277,3,2019,25950,3,4900,3,145,43.5,1.5
7540,3,2019,21744,1,14757,3,145,42.2,1.5
7541,8,2019,47990,1,755,1,145,39.2,3.0
7542,10,2019,31888,2,2001,3,145,40.4,0.0
3699,10,2019,29000,3,6607,3,145,32.5,2.0
7524,12,2019,56900,3,1478,1,145,32.1,3.0
4416,3,2019,22495,3,14429,3,145,41.5,1.5
6265,3,2019,32950,3,2308,3,145,34.5,2.0
6264,6,2019,30950,3,9330,1,145,47.9,2.0
7554,7,2019,37995,1,7656,1,145,38.7,3.0
7555,10,2019,24995,2,5662,1,145,42.8,2.0
7558,9,2019,20995,2,9388,1,145,49.6,1.6
7559,9,2019,29995,3,4000,3,145,33.2,2.0
7560,1,2019,19995,2,5750,3,145,51.4,1.0
7561,10,2019,27995,2,1688,3,145,39.8,1.5
7562,3,2019,15850,2,9597,3,150,48.7,1.0
7563,3,2019,20500,2,3856,3,150,47.9,1.0
6263,1,2019,22950,3,6745,3,145,47.1,1.0
4418,4,2019,26495,3,15511,3,145,38.2,2.0
6378,11,2019,30750,1,10566,1,145,39.2,2.0
7523,6,2019,29900,3,2956,1,145,50.4,2.0
3716,8,2019,41000,3,8613,3,145,37.7,3.0
7476,10,2019,25944,1,4034,1,145,48.7,2.0
7477,12,2019,53990,1,7000,1,145,33.2,3.0
6291,26,2019,36950,2,9121,3,145,34.9,2.0
7480,5,2019,24990,1,2650,1,150,67.3,2.0
7482,21,2019,42888,1,6000,1,145,39.2,3.0
7483,21,2019,42888,1,1481,1,145,39.2,3.0
3738,3,2019,18000,2,6000,1,145,49.6,1.6
3737,6,2019,28000,3,8000,1,145,47.9,2.0
3736,4,2019,27850,3,650,1,145,54.3,2.0
3735,7,2019,47750,1,2800,1,145,35.8,3.0
3734,4,2019,24750,1,4500,1,145,50.4,2.0
7522,1,2019,22900,3,1548,3,145,40.9,2.0
3733,1,2019,21750,3,5000,3,145,40.9,2.0
3729,9,2019,23500,1,8000,3,145,40.9,1.5
3728,9,2019,23000,3,1838,1,145,46.3,1.6
7498,3,2019,32400,3,3375,3,145,34.5,2.0
7499,9,2019,27900,3,3972,3,145,40.9,1.5
7505,11,2019,44790,1,5886,3,135,117.7,0.0
7506,10,2019,32788,1,1500,1,145,47.1,0.0
6287,4,2019,25900,3,2581,3,145,39.2,2.0
7509,4,2019,28343,1,5324,3,145,36.2,2.0
6286,5,2019,31500,1,8850,1,145,44.1,2.0
3718,6,2019,29500,3,7500,1,145,47.9,2.0
6285,11,2019,30900,1,7329,1,145,39.2,2.0
3731,3,2019,21000,2,17125,3,145,47.1,1.0
7724,9,2019,22000,2,4100,1,145,47.9,1.6
7137,6,2019,33999,3,15885,1,145,50.4,3.0
7135,12,2019,52995,1,8000,1,145,33.2,3.0
4134,3,2019,17500,1,10000,1,145,54.3,1.6
4133,4,2019,32000,1,4500,1,145,44.1,2.0
6450,9,2019,24991,2,3708,3,150,43.5,1.5
4128,6,2019,35000,3,5000,1,145,47.9,2.0
6764,3,2019,17996,2,14739,1,150,51.4,1.6
6765,3,2019,18000,2,7030,3,150,47.1,1.0
4124,4,2019,24500,2,5000,3,145,40.4,2.0
6772,10,2019,32444,3,4000,3,145,31.4,2.0
6773,1,2019,21840,3,3215,3,145,44.8,1.5
6774,10,2019,26990,3,4000,3,145,39.2,1.5
6775,26,2019,31990,2,7138,3,145,34.9,2.0
4353,4,2019,26995,3,4914,1,150,44.8,2.0
4354,11,2019,35995,3,4306,1,150,38.2,2.0
4123,6,2019,31000,1,4500,1,145,47.9,2.0
4122,4,2019,24500,2,5000,3,145,40.4,2.0
4121,6,2019,31000,1,5000,1,145,47.9,2.0
6445,11,2019,34450,3,2812,1,145,38.2,2.0
6782,3,2019,21440,3,14686,3,145,42.2,1.5
6783,10,2019,29890,3,9455,3,145,31.7,2.0
6784,3,2019,21490,3,14090,3,145,42.2,1.5
6785,3,2019,21490,3,14583,3,145,42.2,1.5
6786,3,2019,20990,3,14488,3,145,42.2,1.5
4120,6,2019,30000,1,4500,1,145,47.9,2.0
6747,1,2019,21990,3,3424,3,145,44.8,1.5
4347,26,2019,29495,3,1730,3,150,34.9,2.0
4137,15,2019,39000,1,10250,3,145,30.1,2.5
4138,9,2019,25750,1,2000,1,145,47.9,2.0
4173,1,2019,22000,3,2100,3,145,40.4,2.0
4172,4,2019,28000,1,7500,3,145,38.2,2.0
4170,11,2019,33490,1,6000,1,145,38.2,2.0
4169,10,2019,24990,2,6000,3,145,40.9,1.5
6706,1,2019,22990,1,2405,3,145,44.1,1.0
4168,10,2019,24990,2,6000,3,145,42.2,1.5
6471,6,2019,30444,1,6498,1,145,50.4,2.0
4161,9,2019,23000,2,7370,3,150,43.5,1.5
4160,26,2019,47000,3,9756,3,145,30.7,2.5
6723,5,2019,29990,1,10000,1,145,50.4,2.0
6724,9,2019,23888,1,2544,3,145,42.2,1.5
6788,3,2019,30950,3,50,3,145,34.9,2.0
6725,5,2019,26990,3,1475,3,145,39.8,2.0
6728,10,2019,32888,3,6022,3,145,32.1,2.0
6729,13,2019,49990,3,3062,1,145,33.6,3.0
6461,3,2019,19990,2,6989,3,145,44.8,1.5
4157,12,2019,46000,3,10816,1,145,32.8,3.0
6460,9,2019,23444,3,6780,3,145,42.2,1.5
4342,1,2019,21495,3,3846,3,145,44.8,1.5
4140,9,2019,22500,2,4500,3,145,47.1,1.0
4139,3,2019,30500,3,4723,3,145,34.9,2.0
6741,10,2019,27990,3,6045,3,145,32.5,2.0
6742,10,2019,24990,2,2721,1,145,42.8,2.0
6743,11,2019,35990,3,8186,3,145,32.1,2.0
6726,6,2019,29990,1,3918,1,145,47.9,2.0
6476,12,2019,45450,3,14687,1,145,32.8,3.0
6444,9,2019,28000,1,4000,3,145,33.2,2.0
6791,10,2019,28950,3,6793,3,145,38.2,1.5
6824,12,2019,52950,3,4750,1,145,32.8,3.0
6825,4,2019,25450,3,4750,1,145,45.6,2.0
6826,3,2019,21450,2,2800,1,145,51.4,1.6
6828,1,2019,21999,2,2250,3,145,46.3,1.5
6829,5,2019,26450,3,4750,3,145,39.8,2.0
6830,9,2019,25750,3,6445,3,145,40.9,1.5
6831,3,2019,22950,3,6540,1,145,53.3,1.6
4109,9,2019,25000,2,7500,1,145,46.3,1.6
6833,3,2019,23950,3,3670,1,145,51.4,2.0
6834,7,2019,37950,3,7968,1,145,38.7,3.0
6835,3,2019,19750,2,4750,1,145,53.3,1.6
6836,5,2019,23750,3,4750,1,145,51.4,2.0
6837,11,2019,30350,3,4750,1,145,39.2,2.0
6439,4,2019,27000,3,4000,3,145,38.7,2.0
6839,10,2019,33950,3,4750,3,145,31.7,2.0
4108,6,2019,46750,1,6200,1,145,35.8,3.0
4107,5,2019,34000,1,10000,1,145,50.4,2.0
4106,9,2019,26000,1,5000,1,145,46.3,1.6
6843,12,2019,55750,3,4750,1,145,32.8,3.0
6844,9,2019,29950,3,4750,3,145,33.2,2.0
4356,3,2019,19850,2,5,1,145,52.3,1.6
4357,5,2019,27450,1,7860,1,145,50.4,2.0
6851,26,2019,36750,3,3339,3,145,34.5,2.0
4111,12,2019,55000,1,7750,1,145,33.2,3.0
6822,7,2019,47990,3,2999,1,145,35.8,3.0
6821,11,2019,33990,3,4327,1,145,38.2,2.0
6820,11,2019,35990,3,9805,1,145,38.2,2.0
6442,5,2019,37295,1,3000,1,145,45.6,2.0
6441,9,2019,18940,2,3000,1,145,49.6,1.6
6794,9,2019,23888,3,4165,3,145,42.2,1.5
6799,5,2019,27444,3,2363,3,145,40.4,2.0
6800,1,2019,26500,3,1799,3,145,44.8,1.0
6801,9,2019,28888,3,3404,3,145,33.2,2.0
6802,11,2019,32490,1,4838,1,145,38.2,2.0
6803,5,2019,36444,3,10897,1,145,47.9,2.0
6804,9,2019,19990,2,942,3,145,47.1,1.0
6440,5,2019,29745,2,3000,3,145,37.2,2.0
6806,9,2019,22990,3,10229,3,145,40.9,1.5
6443,12,2019,42800,1,4000,1,145,33.6,3.0
6807,11,2019,34990,3,60,1,145,38.2,2.0
4116,5,2019,27490,1,6000,3,145,39.8,2.0
6810,8,2019,42888,3,1000,1,145,40.4,3.0
6811,6,2019,31950,3,150,1,145,47.9,2.0
6812,6,2019,44950,3,8000,1,150,35.8,3.0
4115,10,2019,29990,2,6000,1,145,40.9,2.0
4114,10,2019,24990,2,6000,3,145,40.9,1.5
4113,11,2019,34990,1,6000,1,145,38.2,2.0
4112,9,2019,22500,1,4500,1,145,47.9,1.6
6817,4,2019,39990,1,5243,1,145,40.9,3.0
6818,9,2019,22440,2,7178,3,145,42.2,1.0
6819,3,2019,22990,3,7470,3,145,40.4,2.0
4117,1,2019,23165,3,6238,3,145,40.9,2.0
4358,6,2019,46850,1,3008,1,145,37.7,3.0
6698,6,2019,34000,3,2000,1,145,39.2,3.0
6479,11,2019,36900,3,6000,3,145,32.1,2.0
4258,1,2019,17995,2,7150,3,150,49.6,1.0
4311,6,2019,30850,3,5000,1,145,50.4,2.0
6526,5,2019,27761,3,1626,1,145,51.4,2.0
6525,9,2019,19560,2,7052,3,145,42.8,1.5
4255,11,2019,47850,3,2666,1,145,34.5,3.0
4254,26,2019,26850,3,4389,3,145,38.7,2.0
4253,3,2019,25450,3,3946,1,145,51.4,2.0
6604,3,2019,23490,3,12927,3,145,42.2,1.5
6605,10,2019,29890,3,15039,3,145,31.7,2.0
6606,13,2019,58450,1,7000,1,145,33.6,3.0
6607,5,2019,31245,1,2500,3,145,37.7,2.0
6608,6,2019,26746,1,3000,1,145,47.9,2.0
6609,9,2019,19450,2,1000,1,145,49.6,1.6
4252,4,2019,31850,3,5345,1,145,44.1,2.0
4251,7,2019,35850,1,984,1,145,38.2,3.0
6524,3,2019,21990,1,4100,1,145,52.3,1.6
6523,3,2019,22990,2,6128,1,145,55.4,2.0
4249,3,2019,20250,1,6075,1,145,52.3,1.6
6522,10,2019,39945,1,1000,3,145,31.4,2.0
4247,10,2019,31000,2,4500,1,145,40.9,2.0
4312,3,2019,30495,3,5910,3,145,34.9,2.0
6520,9,2019,19946,2,100,1,145,49.6,1.6
6519,9,2019,20746,2,100,1,145,49.6,1.6
6594,3,2019,21690,3,8852,3,150,42.2,1.5
6530,10,2019,25444,2,8445,1,145,42.8,2.0
6531,3,2019,22990,1,5310,3,145,43.5,1.5
4269,9,2019,23995,3,3860,1,145,47.9,2.0
6550,9,2019,22888,2,1366,3,145,43.5,1.5
6549,10,2019,26888,2,7419,1,145,40.9,2.0
4293,10,2019,27200,2,4423,1,150,40.9,2.0
6547,5,2019,31425,1,2500,3,145,37.7,2.0
4290,10,2019,26495,2,6470,3,145,39.8,1.5
4289,3,2019,30995,3,4990,3,145,34.5,2.0
4287,9,2019,28800,1,4360,3,145,33.2,2.0
4303,9,2019,20000,3,7279,1,145,47.9,1.6
6540,4,2019,26999,3,6129,1,145,44.8,2.0
4305,6,2019,31000,1,8500,1,145,50.4,2.0
6538,3,2019,23237,3,3188,3,145,42.2,1.5
6515,3,2019,23980,3,4894,1,145,50.4,2.0
4280,11,2019,32500,3,5204,1,150,55.4,2.0
6537,3,2019,24444,3,3140,1,145,51.4,2.0
6574,5,2019,27450,1,2500,3,145,40.4,2.0
6575,6,2019,26450,1,5950,1,145,50.4,2.0
6577,11,2019,35490,3,6255,3,145,32.1,2.0
